Data;IGP-M% mês;IPA-M% mês;IPC-M% mês;INCC-M% mês;IGP-M% 12 m;IPA-M% 12 m;IPC-M% 12 m;INCC-M% 12 m
01/06/2017;-0.006700;-0.012200;-0.000800;0.013600;-0.007800;-0.032100;0.034900;0.051200
01/07/2017;-0.007200;-0.011600;0.000400;0.002200;-0.016600;-0.043300;0.032300;0.042200
01/08/2017;0.001000;-0.000500;0.003300;0.004000;-0.017100;-0.044100;0.031600;0.043600
01/09/2017;0.004700;0.007400;-0.000900;0.001400;-0.014500;-0.038800;0.029000;0.041300
01/10/2017;0.002000;0.001600;0.002800;0.001900;-0.014100;-0.038600;0.030100;0.041500
01/11/2017;0.005200;0.006600;0.002800;0.002800;-0.008600;-0.030700;0.030400;0.042600
01/12/2017;0.008900;0.012400;0.003000;0.001400;-0.005200;-0.025500;0.031400;0.040200
01/01/2018;0.007600;0.009100;0.005600;0.002800;-0.004100;-0.023400;0.030600;0.040100
01/02/2018;0.000700;-0.000200;0.002800;0.001400;-0.004200;-0.022700;0.029500;0.036100
01/03/2018;0.006400;0.008900;0.001400;0.002300;0.002000;-0.012200;0.027000;0.034700
01/04/2018;0.005700;0.007100;0.003100;0.002800;0.018900;0.012700;0.026900;0.038400
01/05/2018;0.013800;0.019700;0.002600;0.003000;0.042600;0.049100;0.026500;0.040300
01/06/2018;0.018700;0.023300;0.010900;0.007600;0.069200;0.086800;0.038600;0.034100
01/07/2018;0.005100;0.005000;0.004400;0.007200;0.082400;0.105000;0.042700;0.039300
01/08/2018;0.007000;0.010000;0.000500;0.003000;0.088900;0.116600;0.039700;0.038300
01/09/2018;0.015200;0.021900;0.002800;0.001700;0.100400;0.132600;0.043600;0.038600
01/10/2018;0.008900;0.011100;0.005100;0.003300;0.107900;0.143300;0.046100;0.040000
01/11/2018;-0.004900;-0.008100;0.000900;0.002600;0.096800;0.126600;0.044000;0.039800
01/12/2018;-0.010800;-0.016700;0.000400;0.001300;0.075400;0.094300;0.041200;0.039700
01/01/2019;0.000100;-0.002600;0.005800;0.004000;0.067400;0.081600;0.041500;0.040900
01/02/2019;0.008800;0.012200;0.002600;0.001900;0.076000;0.095000;0.041300;0.041400
01/03/2019;0.012600;0.016700;0.005800;0.001900;0.082700;0.103400;0.045800;0.041100
01/04/2019;0.009200;0.010700;0.006900;0.004900;0.086400;0.107300;0.049700;0.043200
01/05/2019;0.004500;0.005400;0.003500;0.000900;0.076400;0.091700;0.050700;0.040900
01/06/2019;0.008000;0.011600;-0.000700;0.004400;0.065100;0.079100;0.038700;0.037600
01/07/2019;0.004000;0.004000;0.001600;0.009100;0.063900;0.078100;0.035800;0.039500
01/08/2019;-0.006700;-0.011400;0.002300;0.003400;0.049500;0.055300;0.037600;0.040000
01/09/2019;-0.000100;-0.000900;-0.000400;0.006000;0.033700;0.031800;0.034300;0.044500
01/10/2019;0.006800;0.010200;-0.000500;0.001200;0.031500;0.030900;0.028500;0.042300
01/11/2019;0.003000;0.003600;0.002000;0.001500;0.039700;0.043000;0.029700;0.041200
01/12/2019;0.020900;0.028400;0.008400;0.001400;0.073000;0.090800;0.037900;0.041300
01/01/2020;0.004800;0.005000;0.005200;0.002600;0.078100;0.099100;0.037200;0.039900
01/02/2020;-0.000400;-0.001900;0.002100;0.003500;0.068200;0.083800;0.036700;0.041500
01/03/2020;0.012400;0.017600;0.001200;0.003800;0.068100;0.084800;0.032000;0.043400
01/04/2020;0.008000;0.011200;0.001300;0.001800;0.066800;0.085400;0.026300;0.040200
01/05/2020;0.002800;0.005900;-0.006000;0.002100;0.065100;0.086000;0.016500;0.041400
01/06/2020;0.015600;0.022500;0.000400;0.003200;0.073100;0.097700;0.017600;0.040100
01/07/2020;0.022300;0.030000;0.004900;0.008400;0.092700;0.126000;0.020900;0.039500
01/08/2020;0.027400;0.037400;0.004800;0.008200;0.130200;0.181500;0.023400;0.044400
01/09/2020;0.043400;0.059200;0.006400;0.011500;0.179400;0.252600;0.030400;0.050100
01/10/2020;0.032300;0.041500;0.007700;0.016900;0.209300;0.291400;0.038800;0.066400
01/11/2020;0.032800;0.042600;0.007200;0.012900;0.245200;0.341600;0.044200;0.078600
01/12/2020;0.009600;0.009000;0.012100;0.008800;0.231400;0.316300;0.048100;0.086600
01/01/2021;0.025800;0.033800;0.004100;0.009300;0.257100;0.354000;0.047000;0.093900
01/02/2021;0.025300;0.032800;0.003500;0.010700;0.289400;0.401100;0.048300;0.101800
01/03/2021;0.029400;0.035600;0.009800;0.020000;0.311000;0.425700;0.057400;0.119500
01/04/2021;0.015100;0.018400;0.004400;0.009500;0.320200;0.435900;0.060700;0.128200
01/05/2021;0.041000;0.052300;0.006100;0.018000;0.370400;0.502100;0.073600;0.146200
01/06/2021;0.006000;0.004200;0.005700;0.023000;0.357500;0.475300;0.079400;0.168800
01/07/2021;0.007800;0.007100;0.008300;0.012400;0.338300;0.442500;0.083100;0.173500
01/08/2021;0.006600;0.006600;0.007500;0.005600;0.311200;0.399700;0.086000;0.170500
01/09/2021;-0.006400;-0.012100;0.011900;0.005600;0.248600;0.305400;0.092000;0.163700
01/10/2021;0.006400;0.005300;0.010500;0.008000;0.217300;0.260000;0.095000;0.153500
01/11/2021;0.000200;-0.002900;0.009300;0.007100;0.178900;0.205100;0.097300;0.146900
01/12/2021;0.008700;0.009500;0.008400;0.003000;0.177800;0.205700;0.093200;0.140300
01/01/2022;0.018200;0.023000;0.004200;0.006400;0.169100;0.193200;0.093300;0.137000
01/02/2022;0.018300;0.023600;0.003300;0.004800;0.161200;0.182500;0.093200;0.130400
01/03/2022;0.017400;0.020700;0.008600;0.007300;0.147700;0.165500;0.091900;0.116300
01/04/2022;0.014100;0.014500;0.015300;0.008700;0.146600;0.160900;0.103700;0.115400
01/05/2022;0.005200;0.004500;0.003500;0.014900;0.107200;0.108200;0.100900;0.112000
01/06/2022;0.005900;0.003000;0.007100;0.028100;0.107000;0.106900;0.102300;0.117500
01/07/2022;0.002100;0.002100;-0.002800;0.011600;0.100800;0.101400;0.090200;0.116600
01/08/2022;-0.007000;-0.007100;-0.011800;0.003300;0.085900;0.086500;0.069300;0.114000
01/09/2022;-0.009500;-0.012700;-0.000800;0.001000;0.082500;0.085900;0.055900;0.108900
01/10/2022;-0.009700;-0.014400;0.005000;0.000400;0.065200;0.064600;0.050100;0.100600
01/11/2022;-0.005600;-0.009400;0.006400;0.001400;0.059000;0.057600;0.047100;0.094400
01/12/2022;0.004500;0.004700;0.004400;0.002700;0.054500;0.052700;0.043000;0.094000
01/01/2023;0.002100;0.001000;0.006100;0.003200;0.037900;0.030000;0.044900;0.090500
01/02/2023;-0.000600;-0.002000;0.003800;0.002100;0.018600;0.004200;0.045400;0.087600
01/03/2023;0.000500;-0.001200;0.006600;0.001800;0.001700;-0.017200;0.043300;0.081700
01/04/2023;-0.009500;-0.014500;0.004600;0.002300;-0.021700;-0.045300;0.032400;0.074800
01/05/2023;-0.018400;-0.027200;0.004800;0.004000;-0.044700;-0.075400;0.033700;0.063200
01/06/2023;-0.019300;-0.027300;-0.002500;0.008500;-0.068600;-0.103400;0.023800;0.042900
01/07/2023;-0.007200;-0.010500;0.001100;0.000600;-0.077200;-0.114700;0.027800;0.031500
01/08/2023;-0.001400;-0.001700;-0.001900;0.002400;-0.072000;-0.110000;0.038100;0.030600
01/09/2023;0.003700;0.004100;0.002700;0.002400;-0.059700;-0.094800;0.041800;0.032100
01/10/2023;0.005000;0.006000;0.002700;0.002000;-0.045700;-0.076000;0.039400;0.033700
